donor,country_code_WB,region,project_size_USD_calculated,startyear,completion_year,evalyear,eval_lag,project_duration,external_evaluator,success,Grouped Category
GEF,PHL,East Asia & Pacific,1300000,2001,2007,2011,4,2191,independent eval office,1,Agriculture and Environment
GEF,PHL,East Asia & Pacific,718270,2001,2007,2007,0,2191,independent eval office,1,Agriculture and Environment
GEF,PHL,East Asia & Pacific,5143000,2003,2010,2011,1,2557,independent eval office,0,Agriculture and Environment
GEF,PHL,East Asia & Pacific,3130655,2004,2010,2011,1,2192,independent eval office,1,Agriculture and Environment
GEF,PHL,East Asia & Pacific,4500000,2004,2010,2010,0,2192,independent eval office,0,Agriculture and Environment
GEF,PHL,East Asia & Pacific,5759470,2000,2011,2013,2,4018,independent eval office,0,Agriculture and Environment
GEF,PHL,East Asia & Pacific,12000000,2004,2013,2014,1,3288,independent eval office,1,Agriculture and Environment
GEF,PHL,East Asia & Pacific,7000000,2007,2013,2014,1,2192,independent eval office,1,Multisector and Unallocated
GEF,PHL,East Asia & Pacific,6350999,2009,2014,2015,1,1826,independent eval office,1,Multisector and Unallocated
GEF,PHL,East Asia & Pacific,4108500,2007,2015,2015,0,2922,independent eval office,1,Agriculture and Environment
GEF,PHL,East Asia & Pacific,3500000,2010,2015,2016,1,1826,independent eval office,0,Agriculture and Environment
GEF,PNG,East Asia & Pacific,5000000,1994,1998,1998,0,1461,independent eval office,0,Agriculture and Environment
GEF,PNG,East Asia & Pacific,3200000,2002,2006,2006,0,1461,independent eval office,1,Agriculture and Environment
GEF,PNG,East Asia & Pacific,17000000,2002,2007,2007,0,1826,independent eval office,1,Agriculture and Environment
GEF,PNG,East Asia & Pacific,991999,2005,2010,2012,2,1826,independent eval office,0,Agriculture and Environment
GEF,POL,Europe & Central Asia,4500000,1992,1995,1998,3,1096,independent eval office,1,Agriculture and Environment
GEF,POL,Europe & Central Asia,3000000,2000,2004,2004,0,1461,independent eval office,1,Infrastructure and Basic Services
GEF,POL,Europe & Central Asia,5400000,2000,2004,2006,2,1461,independent eval office,0,Agriculture and Environment
GEF,POL,Europe & Central Asia,25000000,1995,2004,2005,1,3287,independent eval office,1,Agriculture and Environment
GEF,POL,Europe & Central Asia,1000000,2002,2006,2008,2,1461,independent eval office,0,Agriculture and Environment
GEF,POL,Europe & Central Asia,949999,2002,2006,2008,2,1461,independent eval office,1,Agriculture and Environment
GEF,POL,Europe & Central Asia,4304299,2004,2009,2009,0,1827,independent eval office,0,Agriculture and Environment
GEF,POL,Europe & Central Asia,11000000,2005,2012,2013,1,2556,independent eval office,1,Agriculture and Environment
GEF,KOR,East Asia & Pacific,750000,2000,2004,2004,0,1461,independent eval office,1,Agriculture and Environment
GEF,KOR,East Asia & Pacific,725000,2005,2013,2012,-1,2922,independent eval office,1,Agriculture and Environment
GEF,RUS,Europe & Central Asia,3200000,1996,1999,2000,1,1096,independent eval office,0,Agriculture and Environment
GEF,RUS,Europe & Central Asia,20100000,1996,2003,2004,1,2557,independent eval office,0,Agriculture and Environment
GEF,RUS,Europe & Central Asia,2980000,1998,2004,2005,1,2191,independent eval office,1,Agriculture and Environment
GEF,RUS,Europe & Central Asia,2099999,2002,2004,2004,0,730,independent eval office,1,Agriculture and Environment
GEF,RUS,Europe & Central Asia,725000,2003,2004,2005,1,365,independent eval office,0,Agriculture and Environment
GEF,RUS,Europe & Central Asia,31299999,2000,2004,2005,1,1461,independent eval office,0,Agriculture and Environment
GEF,RUS,Europe & Central Asia,25700001,1996,2004,2005,1,2922,independent eval office,1,Agriculture and Environment
GEF,RUS,Europe & Central Asia,750000,2001,2005,2006,1,1461,independent eval office,0,Agriculture and Environment
GEF,RUS,Europe & Central Asia,725000,2001,2005,2006,1,1461,independent eval office,0,Infrastructure and Basic Services
GEF,RUS,Europe & Central Asia,975000,2002,2006,2006,0,1461,independent eval office,0,Agriculture and Environment
GEF,RUS,Europe & Central Asia,3000000,2003,2009,2009,0,2192,independent eval office,1,Agriculture and Environment
GEF,RUS,Europe & Central Asia,970000,2006,2010,2012,2,1461,independent eval office,0,Agriculture and Environment
GEF,RUS,Europe & Central Asia,3091984,2003,2010,2010,0,2557,independent eval office,1,Agriculture and Environment
GEF,RUS,Europe & Central Asia,5500000,2005,2011,2011,0,2191,independent eval office,1,Agriculture and Environment
GEF,RUS,Europe & Central Asia,5885000,2005,2011,2012,1,2191,independent eval office,1,Infrastructure and Basic Services
GEF,RUS,Europe & Central Asia,560000,2010,2011,2013,2,365,independent eval office,0,Agriculture and Environment
GEF,RUS,Europe & Central Asia,3515000,2007,2012,2012,0,1826,independent eval office,0,Agriculture and Environment
GEF,RUS,Europe & Central Asia,6487999,2005,2012,2012,0,2556,independent eval office,0,Agriculture and Environment
GEF,RUS,Europe & Central Asia,7000000,2005,2012,2013,1,2556,independent eval office,0,Agriculture and Environment
GEF,RUS,Europe & Central Asia,3000000,2004,2012,2012,0,2922,independent eval office,0,Multisector and Unallocated
GEF,RUS,Europe & Central Asia,899999,2011,2014,2014,0,1096,independent eval office,0,Agriculture and Environment
GEF,RUS,Europe & Central Asia,4500000,2008,2014,2014,0,2192,independent eval office,1,Agriculture and Environment
GEF,RUS,Europe & Central Asia,4000000,2009,2015,2015,0,2191,independent eval office,1,Agriculture and Environment
GEF,RWA,Sub-Saharan Africa,4300000,2006,2010,2011,1,1461,independent eval office,1,Multisector and Unallocated
GEF,RWA,Sub-Saharan Africa,5449999,2006,2012,2012,0,2191,independent eval office,0,Agriculture and Environment
GEF,RWA,Sub-Saharan Africa,3486000,2010,2015,2015,0,1826,independent eval office,1,Agriculture and Environment
GEF,ZAF,Sub-Saharan Africa,230000,2000,2001,2001,0,366,independent eval office,0,Agriculture and Environment
GEF,ZAF,Sub-Saharan Africa,750000,2000,2004,2005,1,1461,independent eval office,1,Agriculture and Environment
GEF,ZAF,Sub-Saharan Africa,738950,1999,2004,2005,1,1826,independent eval office,1,Agriculture and Environment
GEF,ZAF,Sub-Saharan Africa,748000,2000,2005,2006,1,1827,independent eval office,0,Agriculture and Environment
GEF,ZAF,Sub-Saharan Africa,12300000,1998,2005,2006,1,2557,independent eval office,1,Agriculture and Environment
GEF,ZAF,Sub-Saharan Africa,800000,2002,2006,2006,0,1461,independent eval office,1,Agriculture and Environment
GEF,ZAF,Sub-Saharan Africa,727500,2003,2008,2008,0,1826,independent eval office,0,Agriculture and Environment
GEF,ZAF,Sub-Saharan Africa,876999,2004,2009,2009,0,1827,independent eval office,0,Agriculture and Environment
GEF,ZAF,Sub-Saharan Africa,9000000,2004,2010,2011,1,2192,independent eval office,1,Agriculture and Environment
GEF,ZAF,Sub-Saharan Africa,5500000,2004,2010,2011,1,2192,independent eval office,1,Agriculture and Environment
GEF,ZAF,Sub-Saharan Africa,3147675,2003,2010,2010,0,2557,independent eval office,1,Agriculture and Environment
GEF,ZAF,Sub-Saharan Africa,2000000,2007,2010,2011,1,1096,independent eval office,1,Agriculture and Environment
GEF,ZAF,Sub-Saharan Africa,1000000,2009,2011,2013,2,730,independent eval office,1,Agriculture and Environment
GEF,ZAF,Sub-Saharan Africa,1000000,2011,2012,2012,0,365,independent eval office,0,Agriculture and Environment
GEF,ZAF,Sub-Saharan Africa,8300000,2008,2013,2014,1,1827,independent eval office,0,Agriculture and Environment
GEF,ZAF,Sub-Saharan Africa,10973000,2008,2013,2014,1,1827,independent eval office,1,Agriculture and Environment
GEF,ZAF,Sub-Saharan Africa,6000000,2008,2013,2014,1,1827,independent eval office,1,Agriculture and Environment
GEF,ZAF,Sub-Saharan Africa,6500000,2006,2014,2014,0,2922,independent eval office,1,Agriculture and Environment
GEF,SLV,Latin America & Caribbean,725000,1998,2001,2004,3,1096,independent eval office,1,Agriculture and Environment
GEF,SLV,Latin America & Caribbean,5000000,2007,2012,2012,0,1826,independent eval office,1,Agriculture and Environment
GEF,SLV,Latin America & Caribbean,980000,2010,2014,2014,0,1461,independent eval office,1,Agriculture and Environment
GEF,SEN,Sub-Saharan Africa,4684618,1997,2004,2005,1,2556,independent eval office,0,Agriculture and Environment
GEF,SEN,Sub-Saharan Africa,5000000,2005,2011,2012,1,2191,independent eval office,1,Agriculture and Environment
GEF,SEN,Sub-Saharan Africa,3640000,2007,2011,2011,0,1461,independent eval office,0,Agriculture and Environment
GEF,SEN,Sub-Saharan Africa,4800000,2010,2012,2013,1,730,independent eval office,1,Agriculture and Environment
GEF,SEN,Sub-Saharan Africa,3655728,2007,2012,2013,1,1826,independent eval office,1,Agriculture and Environment
GEF,SEN,Sub-Saharan Africa,6000000,2009,2012,2013,1,1095,independent eval office,0,Infrastructure and Basic Services
GEF,SEN,Sub-Saharan Africa,5000000,2005,2012,2013,1,2556,independent eval office,1,Agriculture and Environment
GEF,SEN,Sub-Saharan Africa,910000,2010,2013,2014,1,1096,independent eval office,0,Agriculture and Environment
GEF,SYC,Sub-Saharan Africa,1800000,1993,1997,1998,1,1461,independent eval office,0,Agriculture and Environment
GEF,SYC,Sub-Saharan Africa,740000,1998,2002,2003,1,1461,independent eval office,0,Agriculture and Environment
GEF,SYC,Sub-Saharan Africa,746520,2000,2004,2005,1,1461,independent eval office,0,Agriculture and Environment
GEF,SYC,Sub-Saharan Africa,813986,2004,2007,2008,1,1096,independent eval office,0,Agriculture and Environment
GEF,SYC,Sub-Saharan Africa,500000,2007,2012,2013,1,1826,independent eval office,0,Agriculture and Environment
GEF,SYC,Sub-Saharan Africa,400000,2008,2013,2014,1,1827,independent eval office,0,Multisector and Unallocated
GEF,SYC,Sub-Saharan Africa,2000000,2007,2014,2014,0,2557,independent eval office,0,Agriculture and Environment
GEF,SYC,Sub-Saharan Africa,2099999,2011,2015,2015,0,1461,independent eval office,0,Agriculture and Environment
GEF,SYC,Sub-Saharan Africa,3599999,2007,2015,2015,0,2922,independent eval office,1,Agriculture and Environment
GEF,SVK,Europe & Central Asia,2300000,1993,1998,1999,1,1826,independent eval office,0,Agriculture and Environment
GEF,SVK,Europe & Central Asia,973500,2003,2006,2008,2,1096,independent eval office,1,Agriculture and Environment
GEF,SVK,Europe & Central Asia,727999,2000,2006,2007,1,2192,independent eval office,0,Agriculture and Environment
GEF,SVK,Europe & Central Asia,977419,2004,2009,2011,2,1827,independent eval office,1,Agriculture and Environment
GEF,SVK,Europe & Central Asia,970000,2007,2012,2013,1,1826,independent eval office,0,Multisector and Unallocated
GEF,SVK,Europe & Central Asia,970000,2005,2012,2012,0,2556,independent eval office,1,Agriculture and Environment
GEF,SVK,Europe & Central Asia,930000,2010,2014,2014,0,1461,independent eval office,1,Agriculture and Environment
GEF,SVN,Europe & Central Asia,4300000,2002,2007,2007,0,1826,independent eval office,0,Agriculture and Environment
GEF,SVN,Europe & Central Asia,9899710,2006,2008,2009,1,730,independent eval office,1,Infrastructure and Basic Services
GEF,LKA,South Asia,4099999,1992,1999,1999,0,2557,independent eval office,0,Agriculture and Environment
GEF,LKA,South Asia,4570000,1998,2004,2005,1,2191,independent eval office,1,Agriculture and Environment
GEF,LKA,South Asia,713346,2001,2006,2007,1,1826,independent eval office,0,Agriculture and Environment
GEF,LKA,South Asia,725000,2005,2008,2007,-1,1095,independent eval office,1,Agriculture and Environment
GEF,LKA,South Asia,10200000,2001,2008,2010,2,2556,independent eval office,0,Agriculture and Environment
GEF,LKA,South Asia,8000000,2002,2011,2012,1,3287,independent eval office,1,Agriculture and Environment
GEF,LKA,South Asia,3599999,2008,2015,2015,0,2557,independent eval office,0,Agriculture and Environment
GEF,SDN,Sub-Saharan Africa,1500000,1994,2000,2001,1,2191,independent eval office,1,Agriculture and Environment
GEF,SDN,Sub-Saharan Africa,750000,1999,2004,2005,1,1826,independent eval office,0,Agriculture and Environment
GEF,SDN,Sub-Saharan Africa,3300000,2009,2015,2015,0,2191,independent eval office,1,Agriculture and Environment
GEF,SUR,Latin America & Caribbean,9239999,2001,2006,2007,1,1826,independent eval office,0,Agriculture and Environment
GEF,SUR,Latin America & Caribbean,965556,2011,2015,2015,0,1461,independent eval office,0,Agriculture and Environment
GEF,SWZ,Sub-Saharan Africa,1972820,2010,2015,2015,0,1826,independent eval office,0,Multisector and Unallocated
GEF,SYR,Middle East & North Africa,750000,1999,2002,2007,5,1096,independent eval office,1,Agriculture and Environment
GEF,SYR,Middle East & North Africa,4070000,1998,2006,2007,1,2922,independent eval office,1,Agriculture and Environment
GEF,SYR,Middle East & North Africa,3291850,2005,2012,2014,2,2556,independent eval office,0,Agriculture and Environment
GEF,TJK,Europe & Central Asia,899999,2000,2006,2010,4,2192,independent eval office,1,Agriculture and Environment
GEF,TJK,Europe & Central Asia,750000,2004,2007,2009,2,1096,independent eval office,1,Agriculture and Environment
GEF,TJK,Europe & Central Asia,975000,2006,2011,2012,1,1826,independent eval office,0,Agriculture and Environment
GEF,TJK,Europe & Central Asia,975000,2007,2011,2012,1,1461,independent eval office,0,Agriculture and Environment
GEF,TJK,Europe & Central Asia,4500000,2004,2012,2012,0,2922,independent eval office,1,Multisector and Unallocated
GEF,TJK,Europe & Central Asia,470000,2008,2012,2012,0,1461,independent eval office,0,Multisector and Unallocated
GEF,TJK,Europe & Central Asia,1900000,2009,2015,2015,0,2191,independent eval office,0,Multisector and Unallocated
GEF,TJK,Europe & Central Asia,970000,2009,2015,2015,0,2191,independent eval office,0,Agriculture and Environment
GEF,TZA,Sub-Saharan Africa,747500,2000,2004,2004,0,1461,independent eval office,0,Agriculture and Environment
GEF,TZA,Sub-Saharan Africa,986500,2005,2008,2009,1,1095,independent eval office,0,Agriculture and Environment
GEF,TZA,Sub-Saharan Africa,1495424,2005,2008,2008,0,1095,independent eval office,1,Agriculture and Environment
GEF,TZA,Sub-Saharan Africa,2250000,2004,2009,2009,0,1827,independent eval office,0,Agriculture and Environment
GEF,TZA,Sub-Saharan Africa,880000,2005,2009,2011,2,1461,independent eval office,0,Agriculture and Environment
GEF,TZA,Sub-Saharan Africa,12000000,2005,2010,2010,0,1826,independent eval office,1,Agriculture and Environment
GEF,TZA,Sub-Saharan Africa,1000000,2007,2011,2012,1,1461,independent eval office,0,Agriculture and Environment
GEF,TZA,Sub-Saharan Africa,777300,2007,2012,2015,3,1826,independent eval office,0,Agriculture and Environment
GEF,TZA,Sub-Saharan Africa,10000000,2005,2013,2013,0,2922,independent eval office,1,Multisector and Unallocated
GEF,TZA,Sub-Saharan Africa,3550000,2010,2014,2014,0,1461,independent eval office,0,Agriculture and Environment
GEF,TZA,Sub-Saharan Africa,2630000,2010,2015,2015,0,1826,independent eval office,1,Agriculture and Environment
GEF,THA,East Asia & Pacific,9500000,1993,2000,2000,0,2556,independent eval office,0,Agriculture and Environment
GEF,THA,East Asia & Pacific,2500000,2001,2005,2006,1,1461,independent eval office,1,Agriculture and Environment
GEF,THA,East Asia & Pacific,6804999,2001,2009,2009,0,2922,independent eval office,1,Agriculture and Environment
GEF,THA,East Asia & Pacific,730000,2012,2014,2014,0,731,independent eval office,0,Agriculture and Environment
GEF,THA,East Asia & Pacific,869090,2010,2014,2014,0,1461,independent eval office,1,Agriculture and Environment
GEF,THA,East Asia & Pacific,1940000,2011,2015,2015,0,1461,independent eval office,0,Agriculture and Environment
GEF,TKM,Europe & Central Asia,400000,1999,2005,2010,5,2192,independent eval office,1,Agriculture and Environment
GEF,TKM,Europe & Central Asia,750000,2002,2006,2008,2,1461,independent eval office,1,Agriculture and Environment
GEF,TKM,Europe & Central Asia,1428600,2006,2010,2011,1,1461,independent eval office,0,Agriculture and Environment
